top_player_x,top_player_y,bottom_player_x,bottom_player_y,ball_x,ball_y,ball_speed,bounce_x,bounce_y
79,64,124,292,111,70,94.06,,
79,62,123,293,,,,,
79,60,122,293,108,89,,,
80,62,122,292,104,86,10.01,,
81,59,121,292,103,86,1.98,,
83,62,119,292,101,88,5.69,,
83,62,118,293,99,88,3.97,,
84,59,118,292,97,86,5.69,,
85,59,117,292,95,75,22.76,,
85,57,117,293,95,83,16.3,,
87,54,115,293,93,91,16.77,,
86,55,115,292,,,,0,0
87,55,114,291,95,81,,,
88,57,113,291,93,93,24.77,,
90,54,111,291,,,,,
90,54,110,291,,,,,
90,57,110,290,,,,,
90,60,108,290,,,,,
92,55,107,291,,,,,
91,55,106,291,,,,,
91,52,105,290,,,,,
91,55,105,290,,,,,
93,50,105,290,,,,,
93,53,104,291,,,,,
94,51,103,291,,,,,
95,51,102,291,,,,,
97,53,101,292,,,,,
96,50,100,292,86,-49,,,
97,51,99,292,86,-65,32.6,,
97,51,98,292,85,-72,14.4,,
96,50,98,292,91,-93,44.41,,
96,55,97,292,92,-95,4.53,,
96,53,96,292,,,,,
96,60,95,292,96,-108,,,
97,56,94,292,,,,,
98,53,93,292,100,-151,,,
98,51,93,292,102,-159,16.77,,
98,51,93,292,103,-159,1.98,,
98,50,93,292,107,-172,27.65,,
98,50,92,292,109,-175,7.29,,
97,55,93,292,110,-158,34.69,,
98,53,92,292,114,-151,16.32,,
97,53,92,293,113,-145,12.38,,
97,53,91,293,114,-134,22.5,,
97,53,91,294,118,-122,25.7,,
97,53,90,294,118,-102,40.75,,
97,53,90,294,118,-102,0.0,,
98,56,91,294,120,-78,49.06,,
97,49,89,296,123,-53,51.28,,
97,53,89,296,122,-22,63.19,,
96,52,88,297,120,4,53.12,,
97,50,87,297,121,27,46.9,,
97,50,87,297,,,,,
98,48,87,297,,,,,
97,49,87,297,119,107,,,
97,48,86,297,,,,,
97,50,86,297,119,130,,,
97,48,86,297,115,176,94.06,,
97,48,86,297,116,171,10.38,,
95,53,87,297,115,196,50.97,,
97,53,86,297,,,,,
96,53,87,297,,,,,
96,53,86,298,111,248,,,
95,53,87,297,109,269,42.97,,
95,53,86,298,,,,,
95,52,86,298,,,,,
97,56,87,299,,,,,
97,50,86,299,,,,,
95,53,87,299,,,,,
97,53,87,301,,,,,
97,53,87,301,,,,,
96,46,87,301,,,,,
98,46,86,303,,,,,
96,50,86,302,,,,,
96,50,86,303,,,,,
98,46,85,303,,,,,
98,47,85,303,,,,,
96,50,85,303,-437,-465,,,
98,49,85,303,,,,,
98,52,85,303,,,,,
99,48,85,303,,,,,
99,46,85,303,,,,,
99,48,85,303,,,,,
98,49,85,303,,,,,
97,53,85,304,,,,,
98,49,84,305,,,,,
99,46,84,306,,,,,
99,46,83,307,,,,,
99,46,83,307,,,,,
98,53,84,307,,,,,
99,47,82,307,,,,,
99,46,83,307,,,,,
98,54,84,307,,,,,
99,46,83,307,,,,,
100,43,83,307,,,,,
100,45,82,306,112,303,,,
99,47,82,307,113,299,8.39,,
99,45,82,307,112,299,1.98,,
99,48,82,307,113,297,4.53,,
99,45,82,307,112,294,6.43,,
99,45,82,307,113,294,1.98,,
99,48,82,307,113,294,0.0,,
100,45,82,307,112,291,6.43,,
100,45,82,307,112,291,0.0,,
100,45,82,307,112,291,0.0,,
100,49,82,307,111,291,1.98,,
101,44,82,307,111,290,2.04,,
101,43,82,307,110,290,1.98,,
100,48,81,307,109,290,1.98,,
100,48,81,307,109,291,2.04,,
102,41,81,307,108,291,1.98,,
101,44,82,306,107,292,2.84,,
101,44,82,307,107,292,0.0,,
100,48,83,307,,,,,
101,43,84,307,106,292,,,
101,43,84,307,,,,0,0
101,44,84,307,107,289,,,
99,46,84,306,109,283,12.85,,
100,43,84,307,108,283,1.98,,
101,38,84,306,109,280,6.43,,
100,46,86,306,112,274,13.59,,
100,39,85,307,111,274,1.98,,
100,39,85,306,112,270,8.39,,
100,40,86,307,113,265,10.38,,
100,39,86,306,113,266,2.04,,
100,39,86,306,113,264,4.07,,
100,37,86,306,115,259,10.93,,
100,36,87,306,116,257,4.53,,
100,37,86,306,115,257,1.98,,
99,37,87,306,116,254,6.43,,
99,37,87,306,116,254,0.0,,
99,34,87,306,116,253,2.04,,
99,33,88,305,116,251,4.07,,
98,37,88,305,116,251,0.0,,
99,35,88,304,116,249,4.07,,
97,38,89,305,115,250,2.84,,
98,35,88,305,116,250,1.98,,
98,31,88,305,115,250,1.98,,
97,36,89,305,115,250,0.0,,
97,31,88,305,114,252,4.53,,
96,33,89,305,114,253,2.04,,
96,32,89,305,114,254,2.04,,
95,39,89,305,113,255,2.84,,
95,36,89,304,112,256,2.84,,
95,32,88,304,112,257,2.04,112,257
95,35,88,304,113,251,12.38,,
95,35,88,304,114,250,2.84,,
94,35,87,303,115,247,6.43,,
95,36,87,301,116,244,6.43,,
94,35,87,301,116,241,6.11,,
93,32,86,301,117,238,6.43,,
93,32,86,300,117,236,4.07,,
93,30,87,300,118,234,4.53,,
92,34,88,300,118,232,4.07,,
92,30,87,300,118,230,4.07,,
92,32,86,300,119,228,4.53,,
92,25,87,300,119,227,2.04,,
92,33,87,299,119,228,2.04,,
91,33,87,300,119,226,4.07,,
86,300,,,119,226,0.0,,
86,300,,,,,,,
89,37,87,300,119,227,,,
89,34,87,300,118,227,1.98,,
90,28,87,300,119,228,2.84,,
89,29,86,300,118,228,1.98,,
89,28,86,300,118,229,2.04,,
88,34,86,299,117,230,2.84,117,230
87,30,86,299,117,228,4.07,,
87,30,86,297,118,225,6.43,,
87,33,85,298,119,223,4.53,,
87,36,86,297,120,221,4.53,,
86,296,,,121,219,4.53,,
85,296,,,121,218,2.04,,
85,295,,,122,214,8.39,,
85,295,,,121,212,4.53,,
85,33,85,295,121,211,2.04,,
85,34,84,295,121,209,4.07,,
84,36,84,295,,,,,
85,36,84,295,,,,,
84,295,,,,,,,
84,295,,,,,,,
84,295,,,,,,,
83,27,83,295,,,,,
83,36,84,294,122,209,,,
82,33,84,294,121,210,2.84,,
83,28,84,294,121,211,2.04,121,211
82,37,84,293,121,210,2.04,,
82,33,84,292,123,208,5.69,,
81,30,83,293,123,205,6.11,,
82,36,84,293,,,,,
81,33,83,292,,,,,
80,30,82,292,,,,,
80,33,83,292,,,,,
80,39,84,292,85,265,,,
85,292,,,86,264,2.84,,
79,33,83,292,86,263,2.04,,
79,30,83,293,86,262,2.04,,
79,34,84,292,86,260,4.07,,
78,30,83,293,86,261,2.04,,
79,31,84,292,87,260,2.84,,
78,33,83,292,87,260,0.0,,
78,33,84,292,88,261,2.84,,
78,31,83,292,87,261,1.98,,
77,31,83,292,88,262,2.84,,
77,31,83,291,88,262,0.0,,
76,33,83,291,88,264,4.07,,
76,37,83,291,89,265,2.84,,
75,39,83,291,89,266,2.04,,
76,36,82,291,89,268,4.07,,
76,39,83,290,89,257,22.41,,
76,39,82,290,89,250,14.26,,
76,36,82,290,88,237,26.56,,
76,36,81,290,89,226,22.5,,
76,36,81,290,88,212,28.59,,
75,36,81,290,88,195,34.64,,
75,36,81,290,89,182,26.56,,
75,34,81,290,89,165,34.64,,
73,34,80,290,88,149,32.66,,
73,36,80,290,89,129,40.8,,
73,39,80,290,88,113,32.66,,
73,36,80,290,88,95,36.67,,
73,41,80,290,88,80,30.56,,
72,39,79,290,87,55,50.97,,
72,44,80,290,87,41,28.52,,
73,39,79,290,,,,,
73,39,78,290,,,,,
72,39,78,290,87,-10,,,
72,37,79,290,87,-34,48.9,,
73,43,79,290,88,-40,12.38,,
72,46,79,290,84,-44,11.37,,
72,44,78,289,87,-58,29.14,,
72,44,78,290,86,-67,18.44,,
72,44,78,290,87,-67,1.98,,
72,46,78,290,87,-76,18.34,,
71,41,77,290,,,,,
72,44,77,290,,,,,
71,44,78,291,,,,,
72,42,79,290,,,,,
72,46,78,290,86,-62,,,
72,39,77,290,86,-66,8.15,,
72,49,77,290,86,-53,26.49,,
72,46,78,289,86,-38,30.56,,
72,46,79,289,85,-30,16.42,,
71,44,78,290,86,-30,1.98,,
71,47,77,290,86,-21,18.34,,
71,47,77,290,86,-7,28.52,,
72,51,77,290,,,,,
71,46,76,290,,,,,
71,47,75,290,,,,,
71,44,75,290,,,,,
71,44,75,290,86,44,,,
71,44,74,290,,,,,
71,37,73,290,184,-1088,,,
72,44,73,290,,,,,
73,42,73,290,85,83,,,
71,47,72,289,84,93,20.47,,
72,44,71,289,84,91,4.07,,
72,45,69,291,85,81,20.47,,
72,44,69,291,,,,,
72,44,68,292,,,,,
72,49,69,292,,,,,
73,51,69,292,,,,,
73,51,68,292,,,,,
74,47,67,292,,,,,
74,53,68,292,85,2,,,
74,50,67,292,,,,,
75,47,67,292,86,-34,,,
75,47,67,292,86,-58,48.9,,
75,49,66,292,84,-73,30.82,,
75,47,65,292,85,-68,10.38,,
75,47,65,292,80,-60,19.08,,
76,47,66,292,,,,,
76,46,65,292,,,,,
76,48,66,292,,,,,
76,46,64,292,,,,,
66,293,,,,,,,
77,46,65,292,,,,,
65,292,,,,,,,
65,292,,,,,,,
65,291,,,,,,,
64,292,,,,,,,
63,292,,,,,,,
78,46,64,292,,,,,
79,49,64,292,,,,,
79,49,64,292,,,,,
79,51,64,292,,,,,
79,51,64,292,,,,,
